Links,Name,Price,Location,Mileage,Transmission,Exterior Colour,Engine,Drivetrain,Fuel Type,Major Options
"ViewedSave this listing2003 Toyota RAV4 Base 4WD$4,490 ·$87/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,490 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.247,000 kmNew Westminster, BC (7 km)GREAT DEAL$2,106 below marketRequest Info","2003 Toyota RAV4 Base 4WD - $4,490","$4,490","New Westminster, BC
7 km away","247,000 kilometres",Automatic,Gray,148 hp 2L I4,All-Wheel Drive,Gasoline,
"Save this listingSponsored2010 Dodge Journey SE FWD$5,888 ·$114/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.200,000 kmSurrey, BC (12 km)FAIR DEAL$33 above market(604) 332-2539Request Info","2010 Dodge Journey SE FWD - $5,888","$5,888","Surrey, BC
12 km away","200,000 kilometres",Automatic,Black,173 hp 2.4L I4,Front-Wheel Drive,Gasoline,
"ViewedSave this listing2012 Mazda MAZDA5 Touring$4,250 ·$82/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,250 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.289,000 kmBurnaby, BC (5 km)GREAT DEAL$2,408 below marketRequest Info","2012 Mazda MAZDA5 Touring - $4,250","$4,250","Burnaby, BC
5 km away","289,000 kilometres",Automatic,Gray,157 hp 2.5L I4,Front-Wheel Drive,Gasoline,"Bluetooth, Leather Seats"
"ViewedSave this listing2002 Toyota Sienna CE$3,990 ·$77/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $3,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.201,000 kmNew Westminster, BC (7 km)GREAT DEAL$2,471 below marketRequest Info","2002 Toyota Sienna CE - $3,990","$3,990","New Westminster, BC
7 km away","201,000 kilometres",Automatic,Brown,210 hp 3L V6,Front-Wheel Drive,Gasoline,
"ViewedSave this listing2013 Mazda MAZDA3 GS-SKY$4,990 ·$97/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.248,000 kmNew Westminster, BC (7 km)GREAT DEAL$2,654 below marketRequest Info","2013 Mazda MAZDA3 GS-SKY - $4,990","$4,990","New Westminster, BC
7 km away","248,000 kilometres",Automatic,Gray,,,,
"Save this listing2007 Honda Civic Coupe DX-G$4,950 ·$96/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,950 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.201,800 kmNew Westminster, BC (5 km)GREAT DEAL$2,510 below market(604) 332-5139Request Info","2007 Honda Civic Coupe DX-G - $4,950","$4,950","New Westminster, BC
5 km away","201,800 kilometres",Automatic,Silver,,,,
"ViewedSave this listingSponsored2013 Chevrolet Sonic LS Hatchback FWD$5,995 ·$116/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.102,269 kmVancouver, BC (5 km)Pioneer Motors VancouverGREAT DEAL$2,998 below market(604) 229-2867Request Info","2013 Chevrolet Sonic LS Hatchback FWD - $5,995","$5,995","Vancouver, BC
5 km away","102,269 kilometres",Automatic,Blue,138 hp 1.8L I4,Front-Wheel Drive,Gasoline,Bluetooth
"Save this listing2008 Dodge Nitro R/T 4WD$5,998 ·$116/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.222,251 kmChilliwack, BC (77 km)GREAT DEAL$3,034 below marketRequest Info","2008 Dodge Nitro R/T 4WD - $5,998","$5,998","Chilliwack, BC
77 km away","222,251 kilometres",Automatic,Orange,260 hp 4L V6,Four-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Sunroof/Moonroof, Heated Seats"
"Save this listing2008 Chevrolet HHR LT FWD$4,890 ·$95/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,890 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.161,626 kmVancouver, BC (8 km)GREAT DEAL$2,509 below market(604) 409-4656Request Info","2008 Chevrolet HHR LT FWD - $4,890","$4,890","Vancouver, BC
8 km away","161,626 kilometres",Automatic,Black,175 hp 2.4L I4,Front-Wheel Drive,Gasoline,
"ViewedSave this listing2013 Chevrolet Sonic LS Hatchback FWD$5,995 ·$116/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.102,269 kmVancouver, BC (5 km)GREAT DEAL$2,998 below market(604) 229-2867Request Info","2013 Chevrolet Sonic LS Hatchback FWD - $5,995","$5,995","Vancouver, BC
5 km away","102,269 kilometres",Automatic,Blue,138 hp 1.8L I4,Front-Wheel Drive,Gasoline,Bluetooth
"ViewedSave this listingNew Arrival2003 Toyota Highlander Base$5,900 ·$114/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.189,500 kmAbbotsford, BC (54 km)GREAT DEAL$2,520 below market(604) 913-7320Request Info","2003 Toyota Highlander Base - $5,900","$5,900","Abbotsford, BC
54 km away","189,500 kilometres",Automatic,Black,155 hp 2.4L I4,Front-Wheel Drive,Gasoline,
"Save this listingNew ArrivalSponsored2008 Hyundai Elantra GL Sedan FWD$5,900 ·$114/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.126,000 kmPort Coquitlam, BC (16 km)GOOD DEAL$582 below market(604) 229-3828Request Info","2008 Hyundai Elantra GL Sedan FWD - $5,900","$5,900","Port Coquitlam, BC
16 km away","126,000 kilometres",Manual,Gray,,,,Heated Seats
"Save this listingSponsored2002 Volkswagen Beetle GLS 2.0$4,888 ·$95/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.142,000 kmSurrey, BC (12 km)FAIR DEAL$274 above market(604) 332-2539Request Info","2002 Volkswagen Beetle GLS 2.0 - $4,888","$4,888","Surrey, BC
12 km away","142,000 kilometres",Manual,Red,115 hp 2L I4,Front-Wheel Drive,Gasoline,
"ViewedSave this listingNew Arrival2003 Toyota Highlander Base$5,900 ·$114/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.189,500 kmAbbotsford, BC (54 km)GREAT DEAL$2,520 below market(604) 913-7320Request Info","2003 Toyota Highlander Base - $5,900","$5,900","Abbotsford, BC
54 km away","189,500 kilometres",Automatic,Black,155 hp 2.4L I4,Front-Wheel Drive,Gasoline,
"ViewedSave this listing2012 Mazda MAZDA5 Touring$4,250 ·$82/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,250 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.289,000 kmBurnaby, BC (5 km)GREAT DEAL$2,408 below marketRequest Info","2012 Mazda MAZDA5 Touring - $4,250","$4,250","Burnaby, BC
5 km away","289,000 kilometres",Automatic,Gray,157 hp 2.5L I4,Front-Wheel Drive,Gasoline,"Bluetooth, Leather Seats"
"ViewedSave this listingSponsored2013 Chevrolet Sonic LS Hatchback FWD$5,995 ·$116/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.102,269 kmVancouver, BC (5 km)Pioneer Motors VancouverGREAT DEAL$2,998 below market(604) 229-2867Request Info","2013 Chevrolet Sonic LS Hatchback FWD - $5,995","$5,995","Vancouver, BC
5 km away","102,269 kilometres",Automatic,Blue,138 hp 1.8L I4,Front-Wheel Drive,Gasoline,Bluetooth
"ViewedSave this listing2002 Toyota RAV4 FWD$4,980 ·$97/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,980 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.297,719 kmSurrey, BC (14 km)GREAT DEAL$1,673 below market(604) 670-2614Request Info","2002 Toyota RAV4 FWD - $4,980","$4,980","Surrey, BC
14 km away","297,719 kilometres",Automatic,Silver,148 hp 2L I4,Front-Wheel Drive,Gasoline,Sunroof/Moonroof
"ViewedSave this listing1998 Toyota Camry CE$2,990 ·$58/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $2,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.202,000 kmNew Westminster, BC (7 km)GREAT DEAL$1,797 below marketRequest Info","1998 Toyota Camry CE - $2,990","$2,990","New Westminster, BC
7 km away","202,000 kilometres",Automatic,,133 hp 2.2L I4,Front-Wheel Drive,Gasoline,
"ViewedSave this listing2008 Dodge Nitro R/T 4WD$5,998 ·$116/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.222,251 kmChilliwack, BC (77 km)GREAT DEAL$3,034 below marketRequest Info","2008 Dodge Nitro R/T 4WD - $5,998","$5,998","Chilliwack, BC
77 km away","222,251 kilometres",Automatic,Orange,260 hp 4L V6,Four-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Sunroof/Moonroof, Heated Seats"
"ViewedSave this listing2013 Mazda MAZDA3 GS-SKY$4,990 ·$97/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.248,000 kmNew Westminster, BC (7 km)GREAT DEAL$2,654 below marketRequest Info","2013 Mazda MAZDA3 GS-SKY - $4,990","$4,990","New Westminster, BC
7 km away","248,000 kilometres",Automatic,Gray,,,,
"Save this listingNew ArrivalSponsored2012 Kia Rio EX$5,900 ·$114/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.190,000 kmRichmond, BC (11 km)GOOD DEAL$1,027 below market(604) 200-7592Request Info","2012 Kia Rio EX - $5,900","$5,900","Richmond, BC
11 km away","190,000 kilometres",Automatic,Gray (Graphite Pearl [Grey]),1.6L I4,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats"
"ViewedSave this listing2003 Toyota RAV4 Base 4WD$4,490 ·$87/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,490 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.247,000 kmNew Westminster, BC (7 km)GREAT DEAL$2,106 below marketRequest Info","2003 Toyota RAV4 Base 4WD - $4,490","$4,490","New Westminster, BC
7 km away","247,000 kilometres",Automatic,Gray,148 hp 2L I4,All-Wheel Drive,Gasoline,
"ViewedSave this listing2008 Chevrolet HHR LT FWD$4,890 ·$95/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,890 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.161,626 kmVancouver, BC (8 km)GREAT DEAL$2,509 below market(604) 409-4656Request Info","2008 Chevrolet HHR LT FWD - $4,890","$4,890","Vancouver, BC
8 km away","161,626 kilometres",Automatic,Black,175 hp 2.4L I4,Front-Wheel Drive,Gasoline,
"ViewedSave this listing2007 Honda Civic Coupe DX-G$4,950 ·$96/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,950 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.201,800 kmNew Westminster, BC (5 km)GREAT DEAL$2,510 below market(604) 332-5139Request Info","2007 Honda Civic Coupe DX-G - $4,950","$4,950","New Westminster, BC
5 km away","201,800 kilometres",Automatic,Silver,,,,
"ViewedSave this listing2002 Toyota Sienna CE$3,990 ·$77/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $3,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.201,000 kmNew Westminster, BC (7 km)GREAT DEAL$2,471 below marketRequest Info","2002 Toyota Sienna CE - $3,990","$3,990","New Westminster, BC
7 km away","201,000 kilometres",Automatic,Brown,210 hp 3L V6,Front-Wheel Drive,Gasoline,
"ViewedSave this listing2013 Chevrolet Sonic LS Hatchback FWD$5,995 ·$116/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.102,269 kmVancouver, BC (5 km)GREAT DEAL$2,998 below market(604) 229-2867Request Info","2013 Chevrolet Sonic LS Hatchback FWD - $5,995","$5,995","Vancouver, BC
5 km away","102,269 kilometres",Automatic,Blue,138 hp 1.8L I4,Front-Wheel Drive,Gasoline,Bluetooth
"ViewedSave this listing2006 Nissan Murano SE AWD$4,450 ·$86/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,450 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.231,000 kmLangley City, BC (28 km)GREAT DEAL$2,361 below marketRequest Info","2006 Nissan Murano SE AWD - $4,450","$4,450","Langley City, BC
28 km away","231,000 kilometres",Continuously Variable Transmission,Silver,245 hp 3.5L V6,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Alloy Wheels"
"ViewedSave this listing2006 Chrysler 300 C RWD$4,950 ·$96/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,950 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.249,000 kmLangley City, BC (28 km)GREAT DEAL$1,917 below marketRequest Info","2006 Chrysler 300 C RWD - $4,950","$4,950","Langley City, BC
28 km away","249,000 kilometres",Automatic,White,340 hp 5.7L V8,Rear-Wheel Drive,Gasoline,"Heated Seats, Leather Seats, Chrome Wheels"
"ViewedSave this listing2007 BMW 5 Series 525i Sedan RWD$4,250 ·$82/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,250 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.264,822 kmCoquitlam, BC (15 km)GREAT DEAL$3,692 below marketRequest Info","2007 BMW 5 Series 525i Sedan RWD - $4,250","$4,250","Coquitlam, BC
15 km away","264,822 kilometres",Automatic,Silver,215 hp 3L I6,Rear-Wheel Drive,Gasoline,
"Save this listingSponsored2004 Acura MDX AWD with Touring Package$5,900 ·$114/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.160,985 kmLangley, BC (28 km)GREAT DEAL$1,972 below market(604) 373-0593Request Info","2004 Acura MDX AWD with Touring Package - $5,900","$5,900","Langley, BC
28 km away","160,985 kilometres",Automatic,Black,265 hp 3.5L V6,All-Wheel Drive,Gasoline,
"ViewedSave this listingNew Arrival2004 Mazda MAZDA3$3,900 ·$76/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $3,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.237,975 kmPort Coquitlam, BC (16 km)GREAT DEAL$1,543 below market(604) 800-6802Request Info","2004 Mazda MAZDA3 - $3,900","$3,900","Port Coquitlam, BC
16 km away","237,975 kilometres",Automatic,Gray,148 hp 2L I4,,Gasoline,"Bluetooth, Alloy Wheels"
"ViewedSave this listing1998 Toyota Camry CE$2,990 ·$58/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $2,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.202,000 kmNew Westminster, BC (7 km)GREAT DEAL$1,797 below marketRequest Info","1998 Toyota Camry CE - $2,990","$2,990","New Westminster, BC
7 km away","202,000 kilometres",Automatic,,133 hp 2.2L I4,Front-Wheel Drive,Gasoline,
"ViewedSave this listing2008 Chevrolet HHR LT FWD$4,890 ·$95/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,890 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.161,626 kmVancouver, BC (8 km)GREAT DEAL$2,509 below market(604) 409-4656Request Info","2008 Chevrolet HHR LT FWD - $4,890","$4,890","Vancouver, BC
8 km away","161,626 kilometres",Automatic,Black,175 hp 2.4L I4,Front-Wheel Drive,Gasoline,
"ViewedSave this listing2002 Toyota Sienna CE$3,990 ·$77/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $3,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.201,000 kmNew Westminster, BC (7 km)GREAT DEAL$2,471 below marketRequest Info","2002 Toyota Sienna CE - $3,990","$3,990","New Westminster, BC
7 km away","201,000 kilometres",Automatic,Brown,210 hp 3L V6,Front-Wheel Drive,Gasoline,
"ViewedSave this listingNew Arrival2003 Toyota Highlander Base$5,900 ·$114/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.189,500 kmAbbotsford, BC (54 km)GREAT DEAL$2,520 below market(604) 913-7320Request Info","2003 Toyota Highlander Base - $5,900","$5,900","Abbotsford, BC
54 km away","189,500 kilometres",Automatic,Black,155 hp 2.4L I4,Front-Wheel Drive,Gasoline,
"Save this listing2010 Toyota Corolla CE$4,999 ·$97/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.222,244 kmSurrey, BC (15 km)GREAT DEAL$2,536 below market(778) 745-4016Request Info","2010 Toyota Corolla CE - $4,999","$4,999","Surrey, BC
15 km away","222,244 kilometres",Automatic,Red,,,,
"ViewedSave this listing2002 Toyota RAV4 FWD$4,980 ·$97/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,980 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.297,719 kmSurrey, BC (14 km)GREAT DEAL$1,673 below market(604) 670-2614Request Info","2002 Toyota RAV4 FWD - $4,980","$4,980","Surrey, BC
14 km away","297,719 kilometres",Automatic,Silver,148 hp 2L I4,Front-Wheel Drive,Gasoline,Sunroof/Moonroof
"ViewedSave this listingSponsored2013 Chevrolet Sonic LS Hatchback FWD$5,995 ·$116/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.102,269 kmVancouver, BC (5 km)Pioneer Motors VancouverGREAT DEAL$2,998 below market(604) 229-2867Request Info","2013 Chevrolet Sonic LS Hatchback FWD - $5,995","$5,995","Vancouver, BC
5 km away","102,269 kilometres",Automatic,Blue,138 hp 1.8L I4,Front-Wheel Drive,Gasoline,Bluetooth
"ViewedSave this listing2006 Chrysler 300 C RWD$4,950 ·$96/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,950 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.249,000 kmLangley City, BC (28 km)GREAT DEAL$1,917 below marketRequest Info","2006 Chrysler 300 C RWD - $4,950","$4,950","Langley City, BC
28 km away","249,000 kilometres",Automatic,White,340 hp 5.7L V8,Rear-Wheel Drive,Gasoline,"Heated Seats, Leather Seats, Chrome Wheels"
"Save this listingNew ArrivalSponsored2012 Kia Rio EX$5,900 ·$114/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.190,000 kmRichmond, BC (11 km)GOOD DEAL$1,027 below market(604) 200-7592Request Info","2012 Kia Rio EX - $5,900","$5,900","Richmond, BC
11 km away","190,000 kilometres",Automatic,Gray (Graphite Pearl [Grey]),1.6L I4,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats"
"ViewedSave this listing2013 Chevrolet Sonic LS Hatchback FWD$5,995 ·$116/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.102,269 kmVancouver, BC (5 km)GREAT DEAL$2,998 below market(604) 229-2867Request Info","2013 Chevrolet Sonic LS Hatchback FWD - $5,995","$5,995","Vancouver, BC
5 km away","102,269 kilometres",Automatic,Blue,138 hp 1.8L I4,Front-Wheel Drive,Gasoline,Bluetooth
